"tp","fp","method"
0.623215320439259,0.0313968331641341,"USVT"
0.614280733865061,0.0291915344844823,"USVT"
0.607447954034544,0.0264240913313501,"USVT"
0.597699058176739,0.0243604021700959,"USVT"
0.591115668410221,0.0226483614158008,"USVT"
0.584055371844144,0.0206861988333368,"USVT"
0.578017033136037,0.0190777741976163,"USVT"
0.570097312632593,0.0175382635685864,"USVT"
0.56399041471094,0.0160473384104121,"USVT"
0.556090958028415,0.0146654258683781,"USVT"
0.54732294858837,0.0134065195210339,"USVT"
0.53949063630097,0.0122884193327915,"USVT"
0.531560584071256,0.0112904550523484,"USVT"
0.521265727027362,0.010241321840891,"USVT"
0.510489762858842,0.00941855201359378,"USVT"
0.502277245611307,0.00871717048062518,"USVT"
0.492046319830798,0.00789411693724772,"USVT"
0.479595979389505,0.00703716770237404,"USVT"
0.470600388415171,0.00633644204020962,"USVT"
0.458670497818221,0.00572272065979358,"USVT"
0.446683267081362,0.00512671317932071,"USVT"
0.436436701397693,0.00460109220693383,"USVT"
0.424617810514266,0.00423406178070142,"USVT"
0.415652923439831,0.00383139384590309,"USVT"
0.402508667410579,0.00339258092954104,"USVT"
0.392529492780372,0.00299037562733209,"USVT"
0.380406884701955,0.00264065725908915,"USVT"
0.370368322576613,0.00232628405736411,"USVT"
0.355546801804689,0.00211665660714938,"USVT"
0.339870034323593,0.00187212512847398,"USVT"
0.327798590133507,0.00164566940949154,"USVT"
0.316410549381837,0.00145302960922614,"USVT"
0.304612727581537,0.00131278219822116,"USVT"
0.291247448666437,0.00119024758080286,"USVT"
0.278621114757749,0.00103220016089609,"USVT"
0.268236715925596,0.000892183247608603,"USVT"
0.252397625557744,0.000752111049412444,"USVT"
0.241122897304813,0.000577795103704999,"USVT"
0.227967729544782,0.000437525580463131,"USVT"
0.217919296372097,0.00036735009888688,"USVT"
0.208461161895472,0.000332344636270503,"USVT"
0.200738472033163,0.000279864124607088,"USVT"
0.18890588090971,0.000227781587879327,"USVT"
0.17654489131427,0.000192794695187888,"USVT"
0.165496635481736,0.000157789232571511,"USVT"
0.155153318565003,0.000105292451817893,"USVT"
0.145413634246815,8.79253104493625e-05,"USVT"
0.13569224057033,5.28216798999522e-05,"USVT"
0.126628233417213,5.28216798999522e-05,"USVT"
0.11869973046597,5.28216798999522e-05,"USVT"
0.107859103676826,5.28216798999522e-05,"USVT"
0.101226631721484,3.52655001246713e-05,"USVT"
0.0962261661678786,1.75192711983181e-05,"USVT"
0.0912487857552191,1.75192711983181e-05,"USVT"
0.0862238181142685,1.75192711983181e-05,"USVT"
0.0806251993911813,1.75192711983181e-05,"USVT"
0.0750548711610236,1.75192711983181e-05,"USVT"
0.0700134277011837,0,"USVT"
0.0636855788685099,0,"USVT"
0.0597459725599212,0,"USVT"
0.0573978230307785,0,"USVT"
0.0528640835661057,0,"USVT"
0.0502206802676487,0,"USVT"
0.0481167483685641,0,"USVT"
0.0460387004963493,0,"USVT"
0.0425861148118768,0,"USVT"
0.0391980261440822,0,"USVT"
0.0383920031663602,0,"USVT"
0.0346826345702425,0,"USVT"
0.032594956405787,0,"USVT"
0.0299361114608561,0,"USVT"
0.0286147990658525,0,"USVT"
0.0236953953621519,0,"USVT"
0.0213445478465617,0,"USVT"
0.0200243997934815,0,"USVT"
0.0165590120105279,0,"USVT"
0,0,"USVT"
